Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,# of Customers Affected Cleaned,Tags,Regions_raw,Region
CA ISO  Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,2005,7/21/2005,2:39 p.m.,7/21/2005,5:30 p.m.,Southern California Edison Company,Southern California,WECC,197,"128,050","128,050",load shedding,Southern California,California
Hurricane Dennis,2005,7/10/2005,8:00 a.m.,7/12/2005,8:00 a.m.,Southern Company,"Alabama, Mississippi, Florida, Georgia",SERC,45,"228,102","228,102","severe weather, hurricane/tropical storm","Alabama, Mississippi, Florida, Georgia",Mississippi
Hurricane Dennis,2005,7/10/2005,12:53 p.m.,7/11/2005,5:33 PM,Alabama Electric Coop Inc.,Southwest Alabama and Western Panhandle of Florida,SERC,51.2,"50,000","50,000","severe weather, hurricane/tropical storm",Southwest Alabama and Western Panhandle of Florida,Florida
Tropical Storm Cindy,2005,7/5/2005,9:00 p.m.,7/6/2005,9:00 a.m.,Entergy Corporation,"Southeast and Northeast, Louisiana including the New Orleans area",SPP,unknown,"287,000","287,000","severe weather, hurricane/tropical storm","Southeast and Northeast, Louisiana including the New Orleans area",Louisiana
Load Shedding,2005,7/2/2005,1:27 a.m.,7/2/2005,1:46 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,226,"132,290","132,290",load shedding,Island of Puerto Rico,Puerto Rico
Fuel Supply - Deficiency Coal Rail Transporation Interruption,2005,7/1/2005,,Ongoing,Ongoing,Southwestern Public Service Company,"Texas, New Mexico, Oklahoma, Kansas",ERCOT,0,0,0,"fuel supply emergency, coal","Texas, New Mexico, Oklahoma, Kansas",Mexico
Strong Thunderstorm/High Winds,2005,6/29/2005,4:30 p.m.,7/4/2005,11:30 p.m.,DTE Energy,Southeast  Michigan,ECAR,"1,000","114,711","114,711","severe weather, thunderstorm",Southeast  Michigan,Michigan
Fuel Supply Deficiency/Coal Rail Transportation Interruption,2005,6/28/2005,11:30 a.m.,Ongoing,Ongoing,Public Service Company of Colorado,Denver Metropolitan area of Colorado,WECC,0,0,0,"fuel supply emergency, coal",Colorado,Colorado
Transmission Equipment Failure,2005,6/24/2005,8:37 p.m.,6/24/2005,11:06 p.m.,Commonwealth Edison Company,"Chicago, Illinois",MAIN,350,"51,500","51,500","equipment failure, transmission interruption",Illinois,Illinois
Voltage Reduction,2005,6/20/2005,11:16 a.m.,6/20/2005,5:15 PM,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,35,"600,000","600,000",voltage reduction,Island of Puerto Rico,Puerto Rico
Strong Thunderstorm,2005,6/8/2005,4:00 a.m.,6/10/2005,10:00 p.m.,Xcel Energy - Northern States Power,Minnesota,MRO,50-100,"300,000","300,000","severe weather, thunderstorm",Minnesota,Minnesota
Strong Thunderstorms,2005,6/6/2005,12:00 p.m.,6/8/2005,6:00 p.m.,New York  State Electric and Gas,Central/Eastern New York state,NPCC,,"65,000","65,000","severe weather, thunderstorm",Central/Eastern New York state,New York
Strong Thunderstorm,2005,6/6/2005,4:43  p.m.,6/7/2005,10:00 p.m.,PECO Energy,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",MAAC,,"143,000","143,000","severe weather, thunderstorm","Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Pennsylvania
Strong Thunderstorm/High Winds,2005,6/5/2005,2:00 p.m.,6/10/2005,7:30 a.m.,DTE Energy,Southeast  Michigan,ECAR,"1,826","201,580","201,580","severe weather, thunderstorm",Southeast  Michigan,Michigan
Strong Thunderstorm,2005,6/5/2005,2:00 p.m.,6/7/2005,6:00 p.m.,Consumers Energy,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,ECAR,50-60,"105,000","105,000","severe weather, thunderstorm",Portions of  the southern 2/3 of  Michigan's Lower Peninsula,Michigan
Strong Thunderstorms,2005,5/29/2005,8:00 p.m.,5/30/2005,2:30 a.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,328,"123,000","123,000","severe weather, thunderstorm",Texas,Texas
Voltage Reduction,2005,5/11/2005,7:00 p.m.,5/11/2005,8:31 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,529,,,voltage reduction,Island of Puerto Rico,Puerto Rico
Strong Thunderstorms,2005,5/8/2005,3:00 p.m.,5/8/2005,10:00 p.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,672,"243,000","243,000","severe weather, thunderstorm",Texas,Texas
Thunderstorms,2005,4/30/2005,8:00 a.m.,4/30/2005,10:00 a.m.,Southern Company,Alabama and Georgia,SERC,100,"51,808","51,808","severe weather, thunderstorm",Alabama and Georgia,Georgia
Winter Storm,2005,4/23/2005,6:00 a.m,4/27/2005,6:00 a.m.,Cleveland Electric Illuminating Company/First Energy Corporation,"Cleveland, Ohio and northeast Ohio",ECAR,,"150,000","150,000","severe weather, winter storm",Ohio,Ohio
Voltage Reduction,2005,4/23/2005,4:22 a.m.,4/23/2005,4:48 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,345,"116,552","116,552",voltage reduction,Island of Puerto Rico,Puerto Rico
Lightning Strike,2005,4/22/2005,3:51 p.m.,4/22/2005,3:59 p.m.,Crockett Cogeneration,"San Francisco Bay area, California",WECC,126,PG&E,,"severe weather, thunderstorm",California,California
Winter Storm,2005,4/1/2005,Midnight,4/6/2005,12:00 p.m.,Cleveland Electric Illuminating Company/First Energy Corporation,"Cleveland, Ohio and northeast Ohio",ECAR,,"211,000","211,000","severe weather, winter storm",Ohio,Ohio
Wind Storms,2005,3/8/2005,11:00 a.m.,3/8/2005,3:00 p.m.,Progress Energy - Carolinas,Eastern and Central North Carolina,SERC,180,"51,600","51,600","severe weather, wind",Eastern and Central North Carolina,North Carolina
Voltage Reduction,2005,2/24/2005,12:58 a.m.,2/24/2005,1:05 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,200,,,voltage reduction,Island of Puerto Rico,Puerto Rico
Generator Loss/Voltage Reduction,2005,2/18/2005,8:16 a.m.,2/18/2005,8:41 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,648,"372,288","372,288","equipment failure, voltage reduction",Island of Puerto Rico,Puerto Rico
Load Shedding,2005,2/16/2005,1:26 p.m.,2/16/2005,1:43 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,325,"139,438","139,438",load shedding,Island of Puerto Rico,Puerto Rico
Generator Loss,2005,2/15/2005,1:12 p.m.,2/15/2005,1:30 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,380,,,equipment failure,Island of Puerto Rico,Puerto Rico
Voltage Reduction,2005,2/1/2005,5:78 p.m.,2/1/2005,6:01 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,460,,,voltage reduction,Island of Puerto Rico,Puerto Rico
Ice Storm,2005,1/29/2005,4:00 p.m.,1/30/2005,3:00 p.m.,Georgia System Operations Corporation (GSOC),Georgia,SERC,65 to 100,"82,000","82,000","severe weather, winter storm",Georgia,Georgia
Ice Storm,2005,1/29/2005,10:00 a.m.,1/31/2005,10:00 a.m,Southern Company,Parts of Alabama and Georgia,SERC,100,"150,000","150,000","severe weather, winter storm",Parts of Alabama and Georgia,Georgia
Voltage Reduction/Shed Load,2005,1/24/2005,6:38 a.m.,1/24/2005,6:50 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,225,"70,717","70,717","load shedding, voltage reduction",Island of Puerto Rico,Puerto Rico
Voltage Reduction/Shed Load,2005,1/24/2005,12:27 p.m.,1/24/2005,12:34 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,385,,,"load shedding, voltage reduction",Island of Puerto Rico,Puerto Rico
Voltage Reduction,2005,1/23/2005,10:42 a.m.,1/23/2005,11:24 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,140,,,voltage reduction,Island of Puerto Rico,Puerto Rico
Voltage Reduction,2005,1/19/2005,9:17 a.m.,1/19/2005,9:27 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,209,,,voltage reduction,Island of Puerto Rico,Puerto Rico
Winter Storm,2005,1/7/2005,1:00 p.m.,1/10/2005,8:00 a.m.,Pacific Gas and Electric Company,Northern California,WECC,120,"442,000","442,000","severe weather, winter storm",Northern California,California
Ice Storm,2005,1/5/2005,4:00 p.m.,1/13/2005,6:00 p.m.,Ohio Edison/First Energy,Akron and Mansfield areas,ECAR,250,"246,990","246,990","severe weather, winter storm",Ohio,Ohio
Winter Ice Storm,2005,1/5/2005,9:10 p.m.,1/16/2005,11:00 a.m.,American Electric Power,Indiana Michigan Region - Muncie District,ECAR,545,"114,791","114,791","severe weather, winter storm",Indiana Michigan Region - Muncie District,Michigan
Winter Storm,2005,1/4/2005,6:00 p.m.,1/14/2005,12:00 p.m.,Westar Energy,Eastern one third of the state of Kansas,SPP,200,"211,000","211,000","severe weather, winter storm",Eastern one third of the state of Kansas,Kansas
Severe Weather/Line Relayed,2004,12/27/2004,7:50 a.m.,12/27/2004,10:50 a.m.,Pacific Gas and Electric  Company,"Salinas, California and surrounding communities",WECC,100,"95,000","95,000",severe weather,"Salinas, California and surrounding communities",California
Major Freezing Rain and Ice Storm,2004,12/23/2004,3:37 a.m.,12/31/2004,11:00 p.m.,American Electric Power,Columbus District,ECAR,800,"359,171","359,171","severe weather, winter storm",Ohio,Ohio
High Winds,2004,12/1/2004,10:00 a.m.,12/2/2004,11:59 p.m.,Baltimore Gas & Electric Company,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,270,"122,000","122,000","severe weather, wind","Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",Maryland
Heavy Rain and Wind Storm,2004,12/1/2004,7:30 a.m.,12/2/2004,10:09 p.m.,Exelon (PECO Energy),"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",MAAC,-,"105,312","105,312","severe weather, storm","Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Pennsylvania
Strong Thunderstorms,2004,11/24/2004,10:00 a.m.,11/24/2004,4:00 p.m.,Southern Company,Georgia,SERC,100,"83,450","83,450","severe weather, thunderstorm",Georgia,Georgia
Strong Thunderstorms,2004,11/23/2004,10:00 p.m.,11/24/2004,1:00 a.m.,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,150,"119,000","119,000","severe weather, thunderstorm",Texas,Texas
"Heavy Snow, High Winds and Rain/Major Distribution System Interruption",2004,11/14/2004,4:55 a.m.,11/15/2004,1:31 a.m.,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Nova Scotia,NPCC,165,"165,000","165,000","severe weather, winter storm",Canada,Canada
Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,2004,11/9/2004,2:15 p.m.,11/12/2004,1:07p.m.,Keyspan Energy,"Sayreville, New Jersey Long Island, New York",NPCC,0,0,0,"fuel supply emergency, natural gas",New York,New York
Severe Storm with High Wind Gusts,2004,10/30/2004,10:00 a.m.,11/1/2004,6:00 p.m.,Consumers Energy,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",ECAR,60,"122,000","122,000","severe weather, wind","Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",Michigan
High Wind Gusts,2004,10/30/2004,12:30  p.m.,11/3/2004,1:50 p.m.,DTE Energy,Southeastern Michigan,ECAR,700,"159,870","159,870","severe weather, wind",Southeastern Michigan,Michigan
Major Transmission Distribution System Interruption,2004,10/28/2004,3:27 p.m.,10/28/2004,6:08 p.m.,Pacific Gas and Electric  Company,"San  Jose, California",WECC,103,"59,458","59,458",transmission interruption,"San  Jose, California",California
Public Appeal/Breaker Failure and Fire,2004,10/25/2004,11:00 a.m.,10/26/2004,10:00 a.m.,Entergy Transmission,Southeastern Louisiana in the New Orleans area,SPP,-,-,,"wild fire, public appeal",Southeastern Louisiana in the New Orleans area,Louisiana
Severe Storm with High Wind Gusts,2004,10/18/2004,10:30 p.m.,10/20/2004,9:00 a.m.,Pacific Gas and Electric  Company,Northern California,WECC,140,"407,440","407,440","severe weather, wind",Northern California,California
Breaker Failure,2004,10/10/2004,5:09 p.m.,10/11/2004,7:57 p.m.,Puerto Rico Electric Power Authority,Island Wide,PR,All,All,,equipment failure,Island Wide,
Switch Error Concerning Breakers,2004,9/27/2004,4:06 p.m.,9/27/2004,4:12 p.m.,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Nova Scotia,NPCC,-,-,,equipment failure,Canada,Canada
Hurricane Jeanne,2004,9/27/2004,8:00 a.m.,9/27/2004,2:00 p.m.,Southern Company,Georgia,SERC,854,"85,455","85,455","severe weather, hurricane/tropical storm",Georgia,Georgia
Hurricane Jeanne,2004,9/26/2004,3:00 a.m.,9/30/2004,9:00 a.m.,Orlando Utilities Commission,"Orlando and St. Cloud, Florida",FRCC,350,"110,000","110,000","severe weather, hurricane/tropical storm","Orlando and St. Cloud, Florida",Florida
Hurricane Jeanne,2004,9/26/2004,6:00 a.m.,10/1/2004,12:00 a.m.,Progress Energy Florida,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,"1,800","722,000","722,000","severe weather, hurricane/tropical storm",Florida,Florida
Hurricane Jeanne,2004,9/26/2004,2:00 a.m.,9/27/2004,12:00 a.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,250","285,300","285,300","severe weather, hurricane/tropical storm","Hillsborough, Pasco, and Polk County, Florida",Florida
Hurricane Jeanne,2004,9/25/2004,5:00 p.m.,9/26/2004,9:00 a.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","26,000","severe weather, hurricane/tropical storm","City of Fort Pierce, Florida",Florida
Hurricane Ivan,2004,9/17/2004,4:30 a.m.,9/18/2004,12:00 p.m.,Progress Energy -Carolinas,Western North Carolina,SERC,400,"112,000","112,000","severe weather, hurricane/tropical storm",Western North Carolina,North Carolina
Hurricane Ivan,2004,9/16/2004,9:00 p.m.,9/20/2004,4:00 p.m.,Duke Energy Company/Duke Power Control Area,Western  North and South Carolina,SERC,500,"175,000","175,000","severe weather, hurricane/tropical storm",Western  North and South Carolina,South Carolina
Hurricane Ivan,2004,9/16/2004,2:00 a.m.,9/16/2004,10:02 a.m.,Alabama Electric Cooperative,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",SERC,263,"75,000","75,000","severe weather, hurricane/tropical storm","Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Washington
Hurricane Ivan,2004,9/15/2004,7:00 p.m.,9/17/2004,7:00 p.m.,Southern Company,"Florida, Mississippi, Alabama, Georgia",SERC,916,"916,316","916,316","severe weather, hurricane/tropical storm","Florida, Mississippi, Alabama, Georgia",Mississippi
Hurricane Jeanne,2004,9/15/2004,12:04 p.m.,09/23/04 12:00 p.m.,,Puerto Rico Electric Power Authority,Whole Island of Puerto Rico,PR,"1,243","1,423,590","1,423,590","severe weather, hurricane/tropical storm",Whole Island of Puerto Rico,Puerto Rico
Hurricane Frances,2004,9/7/2004,10:00 a.m.,9/8/2004,12:00 p.m.,Georgia System Operations,Georgia,SERC,"2,200","150,000","150,000","severe weather, hurricane/tropical storm",Georgia,Georgia
Hurricane Frances,2004,9/6/2004,1:00 p.m.,9/9/2004,12:00 p.m.,Southern Company,"Florida, Mississippi, Alabama, Georgia",SERC,"3,000","99,000","99,000","severe weather, hurricane/tropical storm","Florida, Mississippi, Alabama, Georgia",Mississippi
Hurricane Frances,2004,9/5/2004,1:00 a.m.,9/9/2004,5:00 p.m.,Orlando Utilities Commission,"Orlando, Florida",FRCC,200,"65,000","65,000","severe weather, hurricane/tropical storm","Orlando, Florida",Florida
Hurricane Frances,2004,9/5/2004,7:00 a.m.,9/12/2004,12:00 a.m.,Progress Energy Florida,"Florida counties of Alachua, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,"2,100","832,898","832,898","severe weather, hurricane/tropical storm",Florida,Florida
Hurricane Frances,2004,9/4/2004,8:00 a.m.,9/6/2004,8:00 a.m.,Florida Power & Light,"West Palm Beach to Daytona Beach, Florida",FRCC,"6,000","2,775,093","2,775,093","severe weather, hurricane/tropical storm",Ohio,Ohio
Hurricane Frances,2004,9/4/2004,10:00 a.m.,9/12/2004,7:00 p.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,100","268,000","268,000","severe weather, hurricane/tropical storm","Hillsborough, Pasco, and Polk County, Florida",Florida
Hurricane Frances,2004,9/3/2004,9:00 p.m.,9/5/2004,2:00 p.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","26,000","severe weather, hurricane/tropical storm","City of Fort Pierce, Florida",Florida
Tropical Storm Gaston,2004,8/30/2004,6:58 p.m.,8/31/2004,3:35 p.m.,Dominion - Virginia Power/North Carolina Power,"Central Virginia, South to North Carolina and East to the Virginia Coast",SERC,150,"99,816","99,816","severe weather, hurricane/tropical storm","Central Virginia, South to North Carolina and East to the Virginia Coast",Virginia
Tropical Storm Gaston,2004,8/29/2004,9: 52 a.m.,8/29/2004,6:00 p.m.,South Carolina Electric and Gas Company,Southeastern South Carolina,SERC,450,"125,000","125,000","severe weather, hurricane/tropical storm",Southeastern South Carolina,South Carolina
Major Transmission Line Tripped due to Lightning Strike,2004,8/20/2004,3:31 p.m.,8/20/2004,9:45 p.m.,National Grid USA,"Boston, Massachusetts",NPCC,"22,700","380,000","380,000","severe weather, thunderstorm, transmission interruption","Boston, Massachusetts",Massachusetts
Hurricane Charley,2004,8/14/2004,1:00 p.m.,8/14/2004,11:00 p.m.,Progress Energy - Carolinas,Central and Eastern North Carolina and Northern and Eastern South Carolina,SERC,500,"94,000","94,000","severe weather, hurricane/tropical storm",Central and Eastern North Carolina and Northern and Eastern South Carolina,South Carolina
Hurricane Charley,2004,8/13/2004,4:43 p.m.,8/13/2004,8:24 p.m.,Tampa Electric Company,"Eastern Hillsborough, Polk County, Florida",FRCC,250,"78,000","78,000","severe weather, hurricane/tropical storm","Eastern Hillsborough, Polk County, Florida",Florida
Hurricane Charley,2004,8/13/2004,10:04 p.m.,8/14/2004,4:23 p.m.,"Utilities Commission, City of New Smyrna Beach","New Smyrna Beach, Florida",FRCC,65,"23,000","23,000","severe weather, hurricane/tropical storm","New Smyrna Beach, Florida",Florida
